ProductName,Category,Brand,UnitPrice
Kayak,Electronics,FakeVelvetVista,701
Smartphone,Sports & Recreation,FakeUrbanGlow,682
Flashlight,Kitchen & Dining,FakeZenithStyle,183
Fitness Tracker,Sports & Recreation,FakeVelvetVista,535
Helmet,Electronics,FakeZenithStyle,698
Hiking Backpack,Home & Furniture,FakeUrbanGlow,900
Pet Feeder,Health & Fitness,FakeZenithStyle,227
Action Figure,Toys & Games,FakeVelvetVista,978
Laser Printer,Home & Furniture,FakeEtherealEdge,835
Wetsuit,Kitchen & Dining,FakeUrbanGlow,862
Bicycle,Kitchen & Dining,FakeUrbanGlow,799
Soap,Kitchen & Dining,FakeZenithStyle,606
Binoculars,Sports & Recreation,FakeUrbanGlow,704
External SSD,Outdoor & Garden,FakeZenithStyle,648
Sleeping Bag,Sports & Recreation,FakeUrbanGlow,941
BBQ Grill,Kitchen & Dining,FakeVelvetVista,359
Headphones,Health & Fitness,FakeEtherealEdge,759
Hammock,Sports & Recreation,FakeVelvetVista,995
Laptop,Health & Fitness,FakeVelvetVista,661
Bird Feeder,Electronics,FakeUrbanGlow,651
Vacuum Cleaner,Home Appliances,FakeUrbanGlow,692
Doll,Electronics,FakeVelvetVista,663
Hair Dryer,Electronics,FakeVelvetVista,576
Garden Hose,Arts & Crafts,FakeLuxeAura,195
Vacuum Cleaner,Outdoor & Garden,FakeZenithStyle,582
BBQ Grill,Home Appliances,FakeVelvetVista,409
Water Filter,Health & Fitness,FakeVelvetVista,778
Bird Cage,Electronics,FakeEtherealEdge,530
Plant Pot,Home & Furniture,FakeLuxeAura,346
Puzzle,Sports & Recreation,FakeLuxeAura,302
Puzzle,Kitchen & Dining,FakeVelvetVista,823
Toy Car,Outdoor & Garden,FakeUrbanGlow,832
Electric Shaver,Pets,FakeVelvetVista,915
Outdoor Umbrella,Outdoor & Garden,FakeEtherealEdge,884
Suitcase,Arts & Crafts,FakeLuxeAura,652
Ice Skates,Health & Fitness,FakeEtherealEdge,535
Router,Health & Fitness,FakeUrbanGlow,761
Snorkel Gear,Home & Furniture,FakeUrbanGlow,973
Lamp,Electronics,FakeVelvetVista,589
Puzzle,Pets,FakeVelvetVista,653
Wi-Fi Extender,Arts & Crafts,FakeZenithStyle,528
Refrigerator,Kitchen & Dining,FakeZenithStyle,997
Showerhead,Kitchen & Dining,FakeVelvetVista,240
Action Figure,Sports & Recreation,FakeZenithStyle,797
Cat Tree,Electronics,FakeUrbanGlow,360
Mattress,Home Appliances,FakeUrbanGlow,819
Printer,Sports & Recreation,FakeLuxeAura,354
Speaker,Arts & Crafts,FakeVelvetVista,106
Robot Vacuum,Kitchen & Dining,FakeLuxeAura,822
Bicycle,Toys & Games,FakeZenithStyle,961
Wi-Fi Extender,Electronics,FakeUrbanGlow,851
Hair Dryer,Sports & Recreation,FakeZenithStyle,130
Trekking Poles,Kitchen & Dining,FakeVelvetVista,254
Earbuds,Home Appliances,FakeLuxeAura,331
Keyboard,Sports & Recreation,FakeZenithStyle,300
Dog Collar,Kitchen & Dining,FakeZenithStyle,980
Treadmill,Electronics,FakeVelvetVista,230
Camping Chair,Home Appliances,FakeEtherealEdge,243
Dog Leash,Home Appliances,FakeZenithStyle,599
Wetsuit,Toys & Games,FakeLuxeAura,775
Camera,Pets,FakeVelvetVista,556
Power Bank,Home Appliances,FakeZenithStyle,894
Pet Carrier,Home & Furniture,FakeEtherealEdge,946
Doll,Outdoor & Garden,FakeZenithStyle,385
Microwave,Kitchen & Dining,FakeUrbanGlow,226
Keyboard,Sports & Recreation,FakeEtherealEdge,687
Plant Pot,Pets,FakeEtherealEdge,493
Router,Pets,FakeEtherealEdge,464
Mattress,Home & Furniture,FakeUrbanGlow,543
Doll,Electronics,FakeLuxeAura,577
Bird Feeder,Health & Fitness,FakeLuxeAura,127
Ice Skates,Pets,FakeUrbanGlow,680
Electric Car,Arts & Crafts,FakeZenithStyle,677
Glasses,Health & Fitness,FakeLuxeAura,882
Headphones,Arts & Crafts,FakeLuxeAura,307
Helmet,Pets,FakeUrbanGlow,828
Dart Board,Sports & Recreation,FakeZenithStyle,915
Laser Printer,Electronics,FakeEtherealEdge,675
Ski Poles,Outdoor & Garden,FakeZenithStyle,665
Sewing Machine,Electronics,FakeZenithStyle,431
3D Printer,Toys & Games,FakeUrbanGlow,421
Helmet,Arts & Crafts,FakeZenithStyle,275
Toy Car,Home Appliances,FakeVelvetVista,150
Flashlight,Arts & Crafts,FakeZenithStyle,720
Surfboard,Sports & Recreation,FakeZenithStyle,346
Washing Machine,Electronics,FakeLuxeAura,816
Keyboard,Arts & Crafts,FakeVelvetVista,661
Lawn Mower,Kitchen & Dining,FakeEtherealEdge,151
Helmet,Home Appliances,FakeUrbanGlow,241
Fishing Rod,Outdoor & Garden,FakeEtherealEdge,775
Electric Shaver,Health & Fitness,FakeVelvetVista,296
Telescope,Pets,FakeVelvetVista,268
Bird Cage,Sports & Recreation,FakeEtherealEdge,525
Paddleboard,Electronics,FakeLuxeAura,399
Dog Leash,Arts & Crafts,FakeVelvetVista,555
Cat Litter Box,Sports & Recreation,FakeUrbanGlow,998
Board Game,Home & Furniture,FakeVelvetVista,945
Cat Tree,Kitchen & Dining,FakeVelvetVista,722
Hair Dryer,Electronics,FakeUrbanGlow,144
Fishing Rod,Kitchen & Dining,FakeVelvetVista,163
Game Console,Kitchen & Dining,FakeUrbanGlow,584
Laptop,Outdoor & Garden,FakeZenithStyle,558
Cat Litter Box,Sports & Recreation,FakeLuxeAura,594
Dehumidifier,Toys & Games,FakeLuxeAura,740
Smartwatch,Home & Furniture,FakeUrbanGlow,679
Electric Kettle,Kitchen & Dining,FakeUrbanGlow,984
Ski Poles,Sports & Recreation,FakeLuxeAura,398
Dumbbells,Electronics,FakeZenithStyle,709
Portable Charger,Home Appliances,FakeZenithStyle,705
Game Console,Outdoor & Garden,FakeLuxeAura,870
Snowboard,Home Appliances,FakeUrbanGlow,956
Blender,Arts & Crafts,FakeUrbanGlow,805
Tennis Racket,Toys & Games,FakeEtherealEdge,707
Cat Litter Box,Pets,FakeVelvetVista,420
Electric Car,Home Appliances,FakeZenithStyle,381
Snow Shovel,Arts & Crafts,FakeLuxeAura,741
Hiking Boots,Toys & Games,FakeVelvetVista,457
Blender,Kitchen & Dining,FakeEtherealEdge,515
Rain Jacket,Toys & Games,FakeZenithStyle,149
Soap,Home Appliances,FakeLuxeAura,314
Electric Scooter,Arts & Crafts,FakeUrbanGlow,613
Soccer Ball,Pets,FakeVelvetVista,713
Fan,Sports & Recreation,FakeEtherealEdge,179
Pet Feeder,Pets,FakeZenithStyle,992
Trekking Poles,Toys & Games,FakeEtherealEdge,820
Volleyball,Sports & Recreation,FakeUrbanGlow,554
Supplement,Pets,FakeZenithStyle,507
Pet Toy,Sports & Recreation,FakeEtherealEdge,426
Doll,Outdoor & Garden,FakeEtherealEdge,767
Flashlight,Kitchen & Dining,FakeLuxeAura,847
Soccer Ball,Sports & Recreation,FakeEtherealEdge,271
Treadmill,Home & Furniture,FakeZenithStyle,850
Backpacking Stove,Home Appliances,FakeUrbanGlow,552
Fan,Home & Furniture,FakeZenithStyle,405
Outdoor Umbrella,Electronics,FakeEtherealEdge,966
Keyboard,Electronics,FakeEtherealEdge,905
Aquarium,Home Appliances,FakeUrbanGlow,205
Electric Car,Toys & Games,FakeLuxeAura,585
Smartwatch,Sports & Recreation,FakeLuxeAura,549
Home Security Camera,Pets,FakeLuxeAura,360
Home Security Camera,Outdoor & Garden,FakeUrbanGlow,207
Fan,Health & Fitness,FakeLuxeAura,540
Golf Clubs,Toys & Games,FakeLuxeAura,439
Tablet,Home & Furniture,FakeZenithStyle,878
Pet Feeder,Kitchen & Dining,FakeEtherealEdge,377
Camping Chair,Pets,FakeUrbanGlow,101
Soccer Ball,Health & Fitness,FakeLuxeAura,145
Ski Goggles,Home Appliances,FakeUrbanGlow,557
External SSD,Electronics,FakeVelvetVista,710
Air Conditioner,Electronics,FakeUrbanGlow,766
Bird Feeder,Outdoor & Garden,FakeLuxeAura,479
Hiking Backpack,Outdoor & Garden,FakeZenithStyle,770
Speaker,Pets,FakeVelvetVista,584
Headphones,Toys & Games,FakeVelvetVista,868
Doll,Kitchen & Dining,FakeUrbanGlow,609
Memory Card,Home & Furniture,FakeVelvetVista,318
Earbuds,Pets,FakeZenithStyle,285
Fan,Pets,FakeVelvetVista,835
Telescope,Outdoor & Garden,FakeLuxeAura,103
Washing Machine,Electronics,FakeVelvetVista,865
Jacket,Pets,FakeEtherealEdge,191
Camping Chair,Home & Furniture,FakeLuxeAura,928
Ski Goggles,Home Appliances,FakeEtherealEdge,148
Pet Feeder,Home Appliances,FakeEtherealEdge,816
Golf Clubs,Health & Fitness,FakeUrbanGlow,967
Electric Kettle,Electronics,FakeZenithStyle,284
Rain Jacket,Kitchen & Dining,FakeUrbanGlow,694
Blender,Pets,FakeEtherealEdge,391
Speaker,Kitchen & Dining,FakeEtherealEdge,632
Fish Food,Home Appliances,FakeLuxeAura,919
Dog Leash,Health & Fitness,FakeEtherealEdge,752
Fan,Home & Furniture,FakeVelvetVista,864
Sleeping Pad,Kitchen & Dining,FakeVelvetVista,746
Action Figure,Arts & Crafts,FakeLuxeAura,170
Electric Shaver,Toys & Games,FakeLuxeAura,842
Speaker,Arts & Crafts,FakeLuxeAura,471
Printer,Sports & Recreation,FakeVelvetVista,237
Dart Board,Health & Fitness,FakeUrbanGlow,988
Cat Litter Box,Toys & Games,FakeEtherealEdge,401
Sheets,Electronics,FakeLuxeAura,960
Water Bottle,Arts & Crafts,FakeZenithStyle,156
Thermos,Arts & Crafts,FakeZenithStyle,196
Pillow,Electronics,FakeUrbanGlow,269
Plant Pot,Outdoor & Garden,FakeLuxeAura,128
Vacuum Cleaner,Home & Furniture,FakeZenithStyle,795
Dehumidifier,Home & Furniture,FakeVelvetVista,133
Craft Kit,Electronics,FakeLuxeAura,445
Router,Pets,FakeUrbanGlow,284
Robot Vacuum,Outdoor & Garden,FakeUrbanGlow,119
Pet Feeder,Home Appliances,FakeLuxeAura,786
Outdoor Umbrella,Toys & Games,FakeVelvetVista,465
Washing Machine,Arts & Crafts,FakeZenithStyle,866
Fan,Outdoor & Garden,FakeLuxeAura,895
Hair Dryer,Home Appliances,FakeVelvetVista,616
Projector,Outdoor & Garden,FakeVelvetVista,638
Doll,Health & Fitness,FakeVelvetVista,837
Electric Scooter,Toys & Games,FakeZenithStyle,721
Vacuum Cleaner,Home & Furniture,FakeUrbanGlow,955
Tarp,Health & Fitness,FakeUrbanGlow,137
Board Game,Pets,FakeZenithStyle,111
Rain Jacket,Health & Fitness,FakeZenithStyle,230
Electric Kettle,Arts & Crafts,FakeUrbanGlow,533
BBQ Grill,Pets,FakeZenithStyle,990
Elliptical,Home & Furniture,FakeLuxeAura,223
Dog House,Sports & Recreation,FakeEtherealEdge,591
Water Filter,Kitchen & Dining,FakeVelvetVista,437
Tennis Racket,Health & Fitness,FakeLuxeAura,579
Sled,Arts & Crafts,FakeEtherealEdge,464
Laser Printer,Pets,FakeUrbanGlow,487
Memory Card,Health & Fitness,FakeUrbanGlow,978
Earbuds,Home & Furniture,FakeZenithStyle,446
Pet Toy,Electronics,FakeVelvetVista,933
Glasses,Toys & Games,FakeLuxeAura,480
Memory Card,Health & Fitness,FakeEtherealEdge,833
Backpack,Toys & Games,FakeEtherealEdge,429
Electric Car,Sports & Recreation,FakeUrbanGlow,258
Dehumidifier,Home & Furniture,FakeLuxeAura,315
Building Blocks,Health & Fitness,FakeUrbanGlow,779
Laptop,Kitchen & Dining,FakeZenithStyle,155
Thermos,Home & Furniture,FakeZenithStyle,416
Mattress,Outdoor & Garden,FakeZenithStyle,220
Kayak,Toys & Games,FakeLuxeAura,715
Projector,Toys & Games,FakeLuxeAura,106
Doll,Home Appliances,FakeLuxeAura,951
Elliptical,Arts & Crafts,FakeLuxeAura,701
Speaker,Home & Furniture,FakeZenithStyle,376
Binoculars,Outdoor & Garden,FakeUrbanGlow,214
Art Supplies,Pets,FakeEtherealEdge,336
Toothpaste,Toys & Games,FakeVelvetVista,727
Tablet,Outdoor & Garden,FakeZenithStyle,936
Dog Leash,Electronics,FakeUrbanGlow,661
Tackle Box,Outdoor & Garden,FakeVelvetVista,165
Projector,Toys & Games,FakeEtherealEdge,605
Doll,Health & Fitness,FakeUrbanGlow,763
Wi-Fi Extender,Pets,FakeLuxeAura,836
Treadmill,Pets,FakeEtherealEdge,972
Art Supplies,Kitchen & Dining,FakeVelvetVista,973
Stove,Home Appliances,FakeEtherealEdge,111
Golf Clubs,Home Appliances,FakeVelvetVista,826
Laptop,Arts & Crafts,FakeEtherealEdge,927
Hair Dryer,Health & Fitness,FakeEtherealEdge,482
External SSD,Outdoor & Garden,FakeVelvetVista,659
Soap,Outdoor & Garden,FakeVelvetVista,289
Antivirus,Electronics,FakeUrbanGlow,394
Toothpaste,Pets,FakeVelvetVista,166
Basketball,Pets,FakeUrbanGlow,604
Sewing Machine,Home & Furniture,FakeVelvetVista,610
Ping Pong Table,Kitchen & Dining,FakeUrbanGlow,453
Fitness Tracker,Home & Furniture,FakeVelvetVista,532
Earbuds,Kitchen & Dining,FakeEtherealEdge,584
Board Game,Sports & Recreation,FakeEtherealEdge,429
Hiking Boots,Home & Furniture,FakeVelvetVista,122
Dumbbells,Kitchen & Dining,FakeEtherealEdge,981
Patio Furniture,Toys & Games,FakeZenithStyle,156
Flashlight,Health & Fitness,FakeEtherealEdge,930
Art Supplies,Home & Furniture,FakeUrbanGlow,479
Dumbbells,Toys & Games,FakeVelvetVista,124
Garden Hose,Kitchen & Dining,FakeZenithStyle,410
Bird Cage,Home Appliances,FakeUrbanGlow,491
Router,Home & Furniture,FakeZenithStyle,556
Basketball,Sports & Recreation,FakeUrbanGlow,198
Portable Hard Drive,Outdoor & Garden,FakeUrbanGlow,202
Snorkel Gear,Home Appliances,FakeZenithStyle,372
Grill,Health & Fitness,FakeVelvetVista,778
Backpack,Home & Furniture,FakeEtherealEdge,379
Camping Tent,Pets,FakeLuxeAura,822
Fishing Rod,Home Appliances,FakeVelvetVista,333
Cat Tree,Outdoor & Garden,FakeLuxeAura,729
Wi-Fi Extender,Pets,FakeLuxeAura,615
Baseball Glove,Health & Fitness,FakeZenithStyle,306
Fan,Outdoor & Garden,FakeLuxeAura,962
Fishing Rod,Electronics,FakeEtherealEdge,256
Electric Kettle,Home & Furniture,FakeUrbanGlow,149
Monitor,Kitchen & Dining,FakeLuxeAura,608
Projector,Toys & Games,FakeZenithStyle,178
Puzzle,Health & Fitness,FakeUrbanGlow,450
Tent,Health & Fitness,FakeVelvetVista,792
Dog House,Home & Furniture,FakeEtherealEdge,338
Pillow,Pets,FakeVelvetVista,252
Treadmill,Sports & Recreation,FakeEtherealEdge,250
Ice Skates,Pets,FakeLuxeAura,503
Basketball,Arts & Crafts,FakeEtherealEdge,649
Camping Tent,Outdoor & Garden,FakeEtherealEdge,551
Smartwatch,Electronics,FakeEtherealEdge,644
Game Console,Electronics,FakeLuxeAura,302
Doll,Electronics,FakeLuxeAura,142
Trekking Poles,Home & Furniture,FakeUrbanGlow,889
Drone,Outdoor & Garden,FakeUrbanGlow,609
Tennis Racket,Toys & Games,FakeZenithStyle,233
Plant Pot,Home & Furniture,FakeEtherealEdge,859
Pillow,Toys & Games,FakeUrbanGlow,956
Tablet,Outdoor & Garden,FakeUrbanGlow,902
Washing Machine,Home Appliances,FakeVelvetVista,322
Air Conditioner,Outdoor & Garden,FakeLuxeAura,551
Robot Vacuum,Arts & Crafts,FakeVelvetVista,460
Volleyball,Toys & Games,FakeLuxeAura,641
Baseball Glove,Home Appliances,FakeEtherealEdge,936
Electric Shaver,Outdoor & Garden,FakeVelvetVista,597
Fishing Rod,Toys & Games,FakeZenithStyle,346
Speaker,Kitchen & Dining,FakeZenithStyle,318
Supplement,Outdoor & Garden,FakeLuxeAura,310
Antivirus,Kitchen & Dining,FakeLuxeAura,568
Surfboard,Outdoor & Garden,FakeEtherealEdge,539
Helmet,Home & Furniture,FakeLuxeAura,410
Camping Tent,Electronics,FakeZenithStyle,424
Snow Shovel,Outdoor & Garden,FakeUrbanGlow,248
Mattress,Health & Fitness,FakeVelvetVista,601
Dog Leash,Home Appliances,FakeUrbanGlow,233
Hiking Boots,Electronics,FakeEtherealEdge,992
Electric Toothbrush,Pets,FakeEtherealEdge,241
Oven,Outdoor & Garden,FakeZenithStyle,439
Showerhead,Home Appliances,FakeEtherealEdge,927
Refrigerator,Pets,FakeEtherealEdge,247
Water Bottle,Sports & Recreation,FakeZenithStyle,829
Cat Litter Box,Toys & Games,FakeLuxeAura,554
Golf Clubs,Sports & Recreation,FakeEtherealEdge,382
Earbuds,Home & Furniture,FakeVelvetVista,215
Keyboard,Health & Fitness,FakeUrbanGlow,987
Cat Tree,Home Appliances,FakeEtherealEdge,374
Camping Chair,Home Appliances,FakeZenithStyle,772
Lawn Mower,Outdoor & Garden,FakeZenithStyle,516
Showerhead,Toys & Games,FakeVelvetVista,778
Golf Clubs,Pets,FakeEtherealEdge,988
Telescope,Pets,FakeUrbanGlow,232
Electric Toothbrush,Sports & Recreation,FakeUrbanGlow,680
Patio Furniture,Arts & Crafts,FakeVelvetVista,862
Drone,Sports & Recreation,FakeLuxeAura,515
Smart Light,Home & Furniture,FakeUrbanGlow,723
Craft Kit,Pets,FakeVelvetVista,666
Toy Car,Kitchen & Dining,FakeUrbanGlow,160
Fire Pit,Kitchen & Dining,FakeUrbanGlow,885
Dumbbells,Outdoor & Garden,FakeEtherealEdge,233
Ice Skates,Toys & Games,FakeVelvetVista,100
Aquarium,Sports & Recreation,FakeLuxeAura,901
Projector,Home & Furniture,FakeUrbanGlow,484
Vacuum Cleaner,Toys & Games,FakeLuxeAura,108
Smart Light,Toys & Games,FakeLuxeAura,174
Sheets,Pets,FakeEtherealEdge,425
